crashed,distance,dt,exception,lambda,mean_ego_speed,mean_iterations,min_ego_speed,min_speed,n_steps,nb_brakes,reward,rng_seed,solver,steps_in_lane,steps_to_lane,terminal
false,1012.3280641046836,0.75,false,1.0,35.52028295104153,55323.36842105263,31.888704003673105,30.604333067500765,38,0,0.0,40500,mlmpc,0,,distance
false,270.3829680604368,0.75,false,1.0,24.03404160537216,3174.3333333333335,17.859041605372155,17.859041605372155,15,0,0.48767497911552943,40001,pomcpow,1,15,lane
false,1012.7035413746825,0.75,false,1.0,31.401660197664572,2693.1627906976746,19.16619508138554,19.16619508138554,43,0,0.0,40002,pomcpow,0,,distance
false,698.2131466185299,0.75,false,1.0,32.10175386751862,2375.9655172413795,30.666409039932425,29.501219364805326,29,0,0.2378268852553321,40003,pomcpow,1,29,lane
false,273.0196632006801,0.75,false,1.0,30.3355181334089,2600.5,27.273018133408897,27.089975838081934,12,0,0.5688000922764596,40004,pomcpow,1,12,lane
false,802.7250353759224,0.75,false,1.0,34.52580797315795,2247.3870967741937,33.09838861831922,27.801385285692593,31,0,0.2146387639429372,40005,pomcpow,1,31,lane
false,489.0594039039261,0.75,false,1.0,31.051390724058802,2840.5238095238096,29.354962152630236,25.884875620541916,21,1,-0.37660596821645803,40006,pomcpow,1,21,lane
false,327.03071587674594,0.75,false,1.0,33.541611884794456,2782.153846153846,32.33007342325599,28.919575035231443,13,0,0.5403600876626365,40007,pomcpow,1,13,lane
false,715.0097885781352,0.75,false,1.0,35.30912536188322,2530.4814814814813,33.03134758410543,30.59891969937694,27,0,0.263520094465742,40008,pomcpow,1,27,lane
false,922.8862109862908,0.75,false,1.0,33.257160756262735,2408.5135135135133,30.267295891397886,27.256886812250716,37,0,0.15777921478822676,40009,pomcpow,1,37,lane
false,1003.6162691299628,0.75,false,1.0,29.73677834459149,2758.9333333333334,16.24511167792484,16.24511167792484,45,0,0.0,40010,pomcpow,0,,distance
false,1005.5807051235394,0.75,false,1.0,31.180797058094242,2880.0697674418607,18.648820313908203,18.648820313908203,43,0,0.0,40011,pomcpow,0,,distance
false,393.33800400702484,0.75,false,1.0,29.136148444964803,3154.9444444444443,28.01114844496481,26.31613621998421,18,0,0.41812033521917696,40012,pomcpow,1,18,lane
false,833.1178952851855,0.75,false,1.0,30.85621834389576,2444.777777777778,28.09580167722909,22.76665146876451,36,1,0.0,40013,pomcpow,1,36,lane
false,241.0952507663277,0.75,false,1.0,29.223666759554874,2937.4545454545455,27.791848577736694,27.071027336710245,11,0,0.5987369392383786,40014,pomcpow,1,11,lane
false,1013.7567697783475,0.75,false,1.0,38.61930551536562,3051.9142857142856,33.35859122965131,29.777997970685703,35,0,0.0,40015,pomcpow,0,,distance
false,1002.1028111254313,0.75,false,1.0,31.812787654775597,3200.785714285714,24.911001940489854,24.911001940489854,42,0,0.0,40016,pomcpow,0,,distance
false,925.4708928523823,0.75,false,1.0,31.640030524867772,2451.358974358974,30.159261294098542,29.449258061916655,39,0,0.14239574134637464,40017,pomcpow,1,39,lane
false,1008.5735105353235,0.75,false,1.0,30.56283365258556,2955.7727272727275,19.031583652585525,19.031583652585525,44,0,0.0,40018,pomcpow,0,,distance
false,711.5203515113398,0.75,false,1.0,31.62312673383732,2155.233333333333,30.398126733837316,29.039150483589296,30,0,0.2259355409925655,40019,pomcpow,1,30,lane
false,633.3786512277102,0.75,false,1.0,31.27795808531902,2325.8518518518517,29.180735863096807,28.66581840521331,27,0,0.263520094465742,40020,pomcpow,1,27,lane
false,844.3527887676903,0.75,false,1.0,35.18136619865376,2055.0625,32.181366198653784,28.93749407686718,32,0,0.20390682574579033,40021,pomcpow,1,32,lane
false,342.4113310573211,0.75,false,1.0,30.436562760650762,2843.266666666667,26.736562760650763,25.17252155863871,15,0,0.48767497911552943,40022,pomcpow,1,15,lane
false,464.2239432595181,0.75,false,1.0,25.790219069973226,2303.5,17.80584406997321,17.80584406997321,24,0,0.30735686772502346,40023,pomcpow,1,24,lane
false,405.1398312126045,0.75,false,1.0,31.775673036282708,2682.0588235294117,29.327143624517994,26.813449134495144,17,0,0.44012666865176525,40024,pomcpow,1,17,lane
false,703.3623792902433,0.75,false,1.0,31.26055019067748,2043.5333333333333,29.398050190677495,27.644811939943295,30,0,0.2259355409925655,40025,pomcpow,1,30,lane
false,1004.3097794415919,0.75,false,1.0,31.88285014100292,3144.9523809523807,22.23106442671716,22.23106442671716,42,0,0.0,40026,pomcpow,0,,distance
false,310.28344106966955,0.75,false,1.0,25.85695342247246,2709.0625,19.388203422472458,19.388203422472458,16,0,0.46329123015975293,40027,pomcpow,1,16,lane
false,442.71722766686804,0.75,false,1.0,31.067875625745124,2766.9473684210525,28.640244046797747,27.795183508486527,19,0,0.3972143184582181,40028,pomcpow,1,19,lane
false,248.6195861713107,0.75,false,1.0,30.135707414704324,3257.6363636363635,27.7834346874316,27.7834346874316,11,0,0.5987369392383786,40029,pomcpow,1,11,lane
false,510.03361623991475,0.75,false,1.0,32.38308674539141,2011.3333333333333,30.93665817396284,30.886954135195683,21,0,0.35848592240854177,40030,pomcpow,1,21,lane
false,237.6003627008336,0.75,false,1.0,31.680048360111147,2621.0,30.55504836011115,26.384348900857177,10,1,0.0,40031,pomcpow,1,10,lane
false,1010.4910302068325,0.75,false,1.0,32.86149691729537,2941.121951219512,23.5505213075393,23.5505213075393,41,0,0.0,40032,pomcpow,0,,distance
false,520.87625246375,0.75,false,1.0,33.07150809293651,2177.904761904762,30.642936664365088,29.071972900336213,21,0,0.35848592240854177,40033,pomcpow,1,21,lane
false,397.1691742702532,0.75,false,1.0,33.097431189187766,3018.4375,31.644306189187766,28.106708520126244,16,0,0.46329123015975293,40034,pomcpow,1,16,lane
false,795.2700560616671,0.75,false,1.0,30.296002135682556,2573.2571428571428,28.431716421396843,27.670721477908273,35,0,0.17482461472379698,40035,pomcpow,1,35,lane
false,313.58579853597263,0.75,false,1.0,32.1626460036895,2758.3846153846152,30.46072292676643,28.766948848310406,13,0,0.5403600876626365,40036,pomcpow,1,13,lane
false,917.3583921903187,0.75,false,1.0,32.188013761063814,2182.0263157894738,30.520250603169103,30.520250603169103,38,0,0.14989025404881542,40037,pomcpow,1,38,lane
false,1007.6827064848293,0.75,false,1.0,32.77016931657982,2967.4634146341464,28.590291267799316,28.590291267799316,41,0,0.0,40038,pomcpow,0,,distance
false,163.72394651975094,0.75,false,1.0,31.1855136228097,3784.4285714285716,29.6855136228097,29.23235503770268,7,0,0.7350918906249998,40039,pomcpow,1,7,lane
false,524.0850939608497,0.75,false,1.0,31.762732967324222,2292.909090909091,29.444551149142406,27.80945649852245,22,0,0.34056162628811465,40040,pomcpow,1,22,lane
false,838.7543941623077,0.75,false,1.0,34.94809975676282,2196.3125,30.670756006762808,30.04335630304699,32,0,0.20390682574579033,40041,pomcpow,1,32,lane
false,347.138755155829,0.75,false,1.0,33.06083382436467,2807.5714285714284,32.471548110078956,28.511175230037328,14,0,0.5133420832795047,40042,pomcpow,1,14,lane
false,1002.2215146668923,0.75,false,1.0,26.725907057783793,2975.7,16.18090705778382,16.18090705778382,50,0,0.0,40043,pomcpow,0,,distance
false,779.3790820288044,0.75,false,1.0,31.490063920355734,2442.6969696969695,28.21733664762848,28.118179853700568,33,0,0.1937114844585008,40044,pomcpow,1,33,lane
false,333.92263772947035,0.75,false,1.0,31.802155974235273,2871.0714285714284,31.23965597423527,29.71441723750496,14,0,0.5133420832795047,40045,pomcpow,1,14,lane
false,315.37017362429975,0.75,false,1.0,28.03290432215998,3300.6666666666665,25.432904322159978,25.288123793360644,15,0,0.48767497911552943,40046,pomcpow,1,15,lane
false,701.3547449723413,0.75,false,1.0,29.223114373847555,2635.40625,27.53561437384758,26.237784465827964,32,0,0.20390682574579033,40047,pomcpow,1,32,lane
false,776.9008986562313,0.75,false,1.0,31.38993529924167,2272.242424242424,29.526298935605304,26.90267176431993,33,0,0.1937114844585008,40048,pomcpow,1,33,lane
false,1008.4316993795535,0.75,false,1.0,32.01370474220805,2816.809523809524,19.28156188506523,19.28156188506523,42,0,0.0,40049,pomcpow,0,,distance
false,889.5663570111589,0.75,false,1.0,28.24020180987806,2159.9523809523807,18.088416095592358,18.088416095592358,42,0,0.12208654873684793,40050,pomcpow,1,42,lane
false,336.04471193129166,0.75,false,1.0,32.004258279170635,2605.214285714286,28.950686850599197,26.034966429372524,14,0,0.5133420832795047,40051,pomcpow,1,14,lane
false,1016.7293727733933,0.75,false,1.0,33.06436984628921,2952.4146341463415,26.131443017020885,26.131443017020885,41,0,0.0,40052,pomcpow,0,,distance
false,390.705343954388,0.75,false,1.0,24.80668850504051,3061.2380952380954,18.074545647897637,18.074545647897637,21,0,0.35848592240854177,40053,pomcpow,1,21,lane
false,497.3968028499547,0.75,false,1.0,30.145260778785136,2387.318181818182,28.542988051512395,28.52109978665948,22,0,0.34056162628811465,40054,pomcpow,1,22,lane
false,715.2349832703338,0.75,false,1.0,23.259674252693785,2394.0,20.543210838059657,20.543210838059657,41,0,0.1285121565651031,40055,pomcpow,1,41,lane
false,343.27583373039647,0.75,false,1.0,22.885055582026432,3077.0,17.65380558202643,17.65380558202643,20,0,0.37735360253530714,40056,pomcpow,1,20,lane
false,759.7554953282898,0.75,false,1.0,36.17883311087095,2266.25,34.11633311087094,30.378653626764088,28,0,0.25034408974245487,40057,pomcpow,1,28,lane
false,1030.654932667453,0.75,false,1.0,42.943955527810544,3890.28125,33.674424277810516,29.95109545931399,32,0,0.0,40058,pomcpow,0,,distance
false,419.0334401376302,0.75,false,1.0,31.0395140842689,3065.9444444444443,28.8520140842689,27.274856746529945,18,0,0.41812033521917696,40059,pomcpow,1,18,lane
false,1015.1891540313986,0.75,false,1.0,32.228227112107895,2783.9285714285716,22.915727112107916,22.915727112107916,42,0,0.0,40060,pomcpow,0,,distance
false,669.1301540297231,0.75,false,1.0,30.764604782975777,2566.7241379310344,28.70857030021714,27.421691210155053,29,0,0.2378268852553321,40061,pomcpow,1,29,lane
false,1006.401440587456,0.75,false,1.0,32.7285021329254,2976.951219512195,25.21935579146195,25.21935579146195,41,0,0.0,40062,pomcpow,0,,distance
false,529.7950940791734,0.75,false,1.0,32.10879358055596,3327.5,30.83038448964686,30.498099818363382,22,0,0.34056162628811465,40063,pomcpow,1,22,lane
false,699.6356815612128,0.75,false,1.0,34.54991020055372,2103.4814814814813,32.2999102005537,28.79860767524027,27,0,0.263520094465742,40064,pomcpow,1,27,lane
false,284.09575325163826,0.75,false,1.0,31.566194805737585,2927.8333333333335,28.878694805737588,26.666876186538282,12,1,-0.029936846961919006,40065,pomcpow,1,12,lane
false,157.56445455411506,0.75,false,1.0,30.012277057926678,3963.714285714286,28.565848486498105,26.940091896237686,7,0,0.7350918906249998,40066,pomcpow,1,7,lane
false,474.3855563944772,0.75,false,1.0,33.29021448382296,2194.4210526315787,31.356003957507163,28.527392516924085,19,0,0.3972143184582181,40067,pomcpow,1,19,lane
false,176.82437219377377,0.75,false,1.0,33.68083279881405,3228.8571428571427,32.55583279881405,30.75057826338257,7,0,0.7350918906249998,40068,pomcpow,1,7,lane
false,681.994645460225,0.75,false,1.0,31.356075653343677,2681.8275862068967,26.765558411964378,26.765558411964378,29,0,0.2378268852553321,40069,pomcpow,1,29,lane
false,383.92147415863496,0.75,false,1.0,25.594764943909,3299.7,18.582264943909003,18.582264943909003,20,0,0.37735360253530714,40070,pomcpow,1,20,lane
false,944.0049409370688,0.75,false,1.0,30.699347672750203,2194.9268292682927,28.30300620933555,27.945280178429588,41,0,0.1285121565651031,40071,pomcpow,1,41,lane
false,562.4283461885066,0.75,false,1.0,29.996178463387018,2259.96,26.591178463387024,26.591178463387024,25,0,0.2919890243387723,40072,pomcpow,1,25,lane
false,765.5426487706271,0.75,false,1.0,34.024117723138986,2291.0,32.22411772313897,28.784875190340934,30,0,0.2259355409925655,40073,pomcpow,1,30,lane
false,362.1107972055861,0.75,false,1.0,30.175899767132176,2551.0625,28.535274767132172,27.715039045556626,16,0,0.46329123015975293,40074,pomcpow,1,16,lane
false,695.8331687419502,0.75,false,1.0,31.992329597331043,2147.310344827586,29.755260631813805,27.78184262189426,29,0,0.2378268852553321,40075,pomcpow,1,29,lane
false,935.0392883182027,0.75,false,1.0,28.334523888430386,2551.409090909091,18.226569342975857,18.226569342975857,44,0,0.11018311023500525,40076,pomcpow,1,44,lane
false,736.597285206903,0.75,false,1.0,24.5532428402301,2549.85,17.765742840230125,17.765742840230125,40,0,0.1352759542790559,40077,pomcpow,1,40,lane
false,1011.6041174746731,0.75,false,1.0,32.89769487722514,2768.878048780488,31.150743657712965,30.874416115504598,41,0,0.0,40078,pomcpow,0,,distance
false,582.4509623244367,0.75,false,1.0,32.35838679580203,2478.125,29.889636795802033,29.402327462766383,24,0,0.30735686772502346,40079,pomcpow,1,24,lane
false,197.77576789018792,0.75,false,1.0,32.962627981697985,3009.625,32.118877981697985,30.74288045092266,8,0,0.6983372960937497,40080,pomcpow,1,8,lane
false,675.2722195978695,0.75,false,1.0,31.046998602200894,2133.793103448276,28.771136533235385,27.020573045411343,29,1,0.0,40081,pomcpow,1,29,lane
false,423.3163510659773,0.75,false,1.0,24.54007832266535,3021.8260869565215,18.34442614875232,18.34442614875232,23,0,0.3235335449737089,40082,pomcpow,1,23,lane
false,471.7495805270217,0.75,false,1.0,26.208310029278984,2813.3333333333335,18.427060029278998,18.427060029278998,24,0,0.30735686772502346,40083,pomcpow,1,24,lane
false,901.6529497791388,0.75,false,1.0,32.49199819023924,2244.135135135135,30.981863055104085,28.498609252548935,37,0,0.15777921478822676,40084,pomcpow,1,37,lane
false,754.4688391104021,0.75,false,1.0,29.58701329844714,2236.0882352941176,19.914219180800096,19.914219180800096,34,0,0.18402591023557577,40085,pomcpow,1,34,lane
false,451.8869915138045,0.75,false,1.0,30.125799434253633,2474.35,26.95704943425362,26.374320628535337,20,0,0.37735360253530714,40086,pomcpow,1,20,lane
false,1020.9242712933819,0.75,false,1.0,34.03080904311273,3150.875,28.22768404311273,28.22768404311273,40,0,0.0,40087,pomcpow,0,,distance
false,679.7040626272459,0.75,false,1.0,30.20906945009982,2154.8333333333335,28.221569450099835,28.203652414968527,30,0,0.2259355409925655,40088,pomcpow,1,30,lane
false,788.3777187281395,0.75,false,1.0,36.247251435776526,2143.2758620689656,33.117941090948925,30.416176552422744,29,0,0.2378268852553321,40089,pomcpow,1,29,lane
false,1017.3552283568132,0.75,false,1.0,33.0847228733923,2975.317073170732,23.828625312416705,23.828625312416705,41,0,0.0,40090,pomcpow,0,,distance
false,805.2486059106787,0.75,false,1.0,32.535297208512276,2262.030303030303,30.34211539033045,27.709667430862744,33,0,0.1937114844585008,40091,pomcpow,1,33,lane
false,874.1355118273665,0.75,false,1.0,32.3753893269395,2056.6944444444443,31.646222660272812,29.556602684537676,36,0,0.16608338398760714,40092,pomcpow,1,36,lane
false,332.22029562250975,0.75,false,1.0,24.608910786852576,3234.4444444444443,18.442244120185904,18.442244120185904,18,0,0.41812033521917696,40093,pomcpow,1,18,lane
false,576.7923136157078,0.75,false,1.0,23.304739944069002,2721.3333333333335,19.122921762250805,19.122921762250805,33,0,0.1937114844585008,40094,pomcpow,1,33,lane
false,836.3992097227891,0.75,false,1.0,34.84996707178288,2373.15625,31.779654571782864,29.897380909090405,32,0,0.20390682574579033,40095,pomcpow,1,32,lane
false,538.7824917225537,0.75,false,1.0,26.60654280111376,2486.074074074074,18.67598724555822,18.67598724555822,27,0,0.263520094465742,40096,pomcpow,1,27,lane
false,252.17665488184008,0.75,false,1.0,30.56686725840486,3111.909090909091,28.96459453113213,26.766597033131404,11,1,0.0,40097,pomcpow,1,11,lane
false,587.7359024064051,0.75,false,1.0,26.121595662506895,2295.2,18.50909566250688,18.50909566250688,30,0,0.2259355409925655,40098,pomcpow,1,30,lane
false,738.1236467490105,0.75,false,1.0,31.747253623613354,2412.516129032258,29.291608462323047,28.342768361642296,31,0,0.2146387639429372,40099,pomcpow,1,31,lane
false,511.2326770785373,0.75,false,1.0,32.459217592288084,2673.3333333333335,30.727074735145216,27.79202562890934,21,0,0.35848592240854177,40100,pomcpow,1,21,lane
false,279.82536256799926,0.75,false,1.0,28.70003718646146,3352.6923076923076,27.05580641723069,25.939540848667974,13,0,0.5403600876626365,40101,pomcpow,1,13,lane
false,683.7210810255192,0.75,false,1.0,32.55814671550091,2426.4285714285716,29.946539572643772,28.319910128253884,28,0,0.25034408974245487,40102,pomcpow,1,28,lane
false,805.5330639779057,0.75,false,1.0,33.56387766574607,2471.6875,30.66934641574607,27.353645835734078,32,0,0.20390682574579033,40103,pomcpow,1,32,lane
false,630.636470574484,0.75,false,1.0,31.14254175676464,2067.259259259259,26.892541756764643,25.96872260762733,27,1,0.0,40104,pomcpow,1,27,lane
false,736.9616828196405,0.75,false,1.0,35.09341346760193,2085.964285714286,32.22734203903051,24.723650903155907,28,1,0.0,40105,pomcpow,1,28,lane
false,299.50711865002955,0.75,false,1.0,30.718678835900466,3091.3846153846152,29.276371143592776,28.111778370129468,13,0,0.5403600876626365,40106,pomcpow,1,13,lane
false,563.4646559997456,0.75,false,1.0,34.14937309089367,2344.5,32.5982367272573,30.986671591234906,22,0,0.34056162628811465,40107,pomcpow,1,22,lane
false,552.920186324198,0.75,false,1.0,32.053344134736115,2334.913043478261,30.178344134736122,28.298560887318168,23,0,0.3235335449737089,40108,pomcpow,1,23,lane
false,368.07006998286056,0.75,false,1.0,32.71733955403205,2657.3333333333335,30.44233955403204,28.54717949538957,15,0,0.48767497911552943,40109,pomcpow,1,15,lane
false,493.09155832906225,0.75,false,1.0,36.52530061696758,2603.722222222222,34.04613395030091,29.52164034049203,18,0,0.41812033521917696,40110,pomcpow,1,18,lane
false,620.0644521549032,0.75,false,1.0,31.79817703358478,2118.3076923076924,30.50010011050785,30.042646742212295,26,0,0.27738957312183365,40111,pomcpow,1,26,lane
false,920.1683054038904,0.75,false,1.0,31.458745483893686,2085.897435897436,28.9587454838937,28.076417257908886,39,0,0.14239574134637464,40112,pomcpow,1,39,lane
false,868.2018573972302,0.75,false,1.0,32.15562434804556,2224.8611111111113,30.09312434804555,28.56764635992173,36,0,0.16608338398760714,40113,pomcpow,1,36,lane
false,664.5744777359151,0.75,false,1.0,31.646403701710245,2338.0714285714284,29.624082273138825,28.817720830833768,28,0,0.25034408974245487,40114,pomcpow,1,28,lane
false,1018.9142135388082,0.75,false,1.0,33.13542157849783,2940.951219512195,28.900665480936865,28.900665480936865,41,0,0.0,40115,pomcpow,0,,distance
false,323.82267361283186,0.75,false,1.0,30.84025462979351,2944.0714285714284,29.63489748693636,28.752903207630702,14,0,0.5133420832795047,40116,pomcpow,1,14,lane
false,867.0303614815505,0.75,false,1.0,27.524773380366682,2568.0476190476193,17.28370195179523,17.28370195179523,42,0,0.12208654873684793,40117,pomcpow,1,42,lane
false,217.79114484701577,0.75,false,1.0,32.26535479215048,3112.222222222222,29.890354792150482,29.380372360711906,9,0,0.6634204312890623,40118,pomcpow,1,9,lane
false,1016.2992707563877,0.75,false,1.0,33.050382788825615,3015.951219512195,27.61745595955734,27.61745595955734,41,0,0.0,40119,pomcpow,0,,distance
false,717.1592098951538,0.75,false,1.0,32.972837236558796,2238.4827586206898,29.171113098627764,27.742276878850095,29,0,0.2378268852553321,40120,pomcpow,1,29,lane
false,793.6640313592246,0.75,false,1.0,31.124079661146062,2360.235294117647,27.72702083761665,27.401881900179053,34,0,0.18402591023557577,40121,pomcpow,1,34,lane
false,294.0334369617335,0.75,false,1.0,32.67038188463706,3510.0,30.32663188463706,29.248284728494323,12,0,0.5688000922764596,40122,pomcpow,1,12,lane
false,810.7295710598188,0.75,false,1.0,37.27492280734799,2291.1724137931033,33.73181935907215,30.11791633129708,29,0,0.2378268852553321,40123,pomcpow,1,29,lane
false,270.75032125554674,0.75,false,1.0,30.08336902839408,2869.5,28.020869028394088,27.991450300439247,12,0,0.5688000922764596,40124,pomcpow,1,12,lane
false,467.03076776197395,0.75,false,1.0,29.65274715949041,2699.714285714286,25.42060430234754,25.42060430234754,21,0,0.35848592240854177,40125,pomcpow,1,21,lane
false,572.7492296037318,0.75,false,1.0,33.20285389007141,2526.0,31.898506063984442,21.258642293309382,23,2,-0.7856266349653873,40126,pomcpow,1,23,lane
false,556.3647119222959,0.75,false,1.0,30.909150662349774,2534.875,28.92477566234976,27.54994090422569,24,0,0.30735686772502346,40127,pomcpow,1,24,lane
false,581.1717181954901,0.75,false,1.0,35.22252837548425,2190.909090909091,32.495255648211504,28.377863261789777,22,1,0.0,40128,pomcpow,1,22,lane
false,608.4890070632699,0.75,false,1.0,32.452747043374394,2405.04,30.502747043374384,28.440163821492817,25,0,0.2919890243387723,40129,pomcpow,1,25,lane
false,896.8736736256405,0.75,false,1.0,29.895789120854683,2368.325,18.833289120854673,18.833289120854673,40,1,-0.03954866044474109,40130,pomcpow,1,40,lane
false,1011.0638600136059,0.75,false,1.0,32.88012552889775,2756.829268292683,29.011223089873376,29.011223089873376,41,0,0.0,40131,pomcpow,0,,distance
false,497.65895993043335,0.75,false,1.0,33.177263995362225,2499.6,31.93976399536222,29.13751841647556,20,0,0.37735360253530714,40132,pomcpow,1,20,lane
false,626.218902795167,0.75,false,1.0,27.831951235340753,2215.2,18.356951235340752,18.356951235340752,30,0,0.2259355409925655,40133,pomcpow,1,30,lane
false,648.7484908174714,0.75,false,1.0,33.269153375254945,2236.423076923077,31.74030722140879,28.532236808175313,26,0,0.27738957312183365,40134,pomcpow,1,26,lane
false,426.14888165624507,0.75,false,1.0,31.566583826388523,2356.5555555555557,29.608250493055188,29.36613687584273,18,0,0.41812033521917696,40135,pomcpow,1,18,lane
false,268.10079564554064,0.75,false,1.0,32.49706613885341,2471.2727272727275,30.962975229762506,28.669535495359696,11,0,0.5987369392383786,40136,pomcpow,1,11,lane
false,937.0900321679186,0.75,false,1.0,34.70703822844143,2325.75,30.332038228441426,28.98422485476528,36,0,0.16608338398760714,40137,pomcpow,1,36,lane
false,1011.1201572059056,0.75,false,1.0,40.85333968508709,3355.818181818182,33.64879423054166,31.10566554154871,33,0,0.0,40138,pomcpow,0,,distance
false,543.0336912411451,0.75,false,1.0,31.48021398499392,2199.521739130435,27.860648767602612,27.599001117065416,23,0,0.3235335449737089,40139,pomcpow,1,23,lane
false,221.2326050931025,0.75,false,1.0,32.77520075453371,2916.0,32.5252007545337,29.636527137584384,9,0,0.6634204312890623,40140,pomcpow,1,9,lane
false,226.77144950134874,0.75,false,1.0,30.2361932668465,2865.1,28.5486932668465,23.615230544883747,10,1,-0.033171021564453174,40141,pomcpow,1,10,lane
false,668.9443289301834,0.75,false,1.0,30.756061100238316,2271.3793103448274,29.540543858859003,28.22970472410938,29,0,0.2378268852553321,40142,pomcpow,1,29,lane
false,377.483612492487,0.75,false,1.0,29.606557842548,3221.823529411765,28.172734313136246,27.189911877927045,17,0,0.44012666865176525,40143,pomcpow,1,17,lane
false,1012.6411732560111,0.75,false,1.0,33.75470577520037,3087.425,28.15783077520041,28.15783077520041,40,0,0.0,40144,pomcpow,0,,distance
false,1013.0423572234297,0.75,false,1.0,31.412166115455186,2888.1627906976746,27.48774751080399,27.48774751080399,43,0,0.0,40145,pomcpow,0,,distance
false,541.0309038152291,0.75,false,1.0,31.364110366100235,2728.0,30.711936453056758,28.10179571223587,23,0,0.3235335449737089,40146,pomcpow,1,23,lane
false,623.1321828643153,0.75,false,1.0,27.694763682858458,2464.766666666667,18.207263682858454,18.207263682858454,30,0,0.2259355409925655,40147,pomcpow,1,30,lane
false,832.8323466912041,0.75,false,1.0,34.70134777880017,2200.65625,31.818535278800155,29.265102691348815,32,0,0.20390682574579033,40148,pomcpow,1,32,lane
false,436.58762815888184,0.75,false,1.0,30.637728291851356,2734.7894736842104,29.196938818167133,28.836643881267,19,0,0.3972143184582181,40149,pomcpow,1,19,lane
false,1008.7897528449012,0.75,false,1.0,32.80617082422443,2822.512195121951,27.839707409590304,27.839707409590304,41,0,0.0,40150,pomcpow,0,,distance
false,1006.8935790482221,0.75,false,1.0,31.964875525340386,2918.1428571428573,17.563089811054653,17.563089811054653,42,0,0.0,40151,pomcpow,0,,distance
false,975.4197145198165,0.75,false,1.0,36.12665609332654,2640.8333333333335,33.6162394266599,27.64110598363781,36,0,0.16608338398760714,40152,pomcpow,1,36,lane
false,740.9288709944882,0.75,false,1.0,32.93017204419947,2409.4333333333334,30.867672044199473,28.37012708579489,30,0,0.2259355409925655,40153,pomcpow,1,30,lane
false,1003.5068195130425,0.75,false,1.0,32.634368114245284,2863.3658536585367,28.271563236196528,28.271563236196528,41,0,0.0,40154,pomcpow,0,,distance
false,724.5831666948603,0.75,false,1.0,34.503960318802875,2160.5714285714284,33.499496033088604,29.979248024310326,28,0,0.25034408974245487,40155,pomcpow,1,28,lane
false,366.2082841322904,0.75,false,1.0,32.55184747842581,2654.0,31.57684747842582,26.275985238643067,15,1,-0.14257443060907965,40156,pomcpow,1,15,lane
false,772.8502602123162,0.75,false,1.0,35.53334529711799,2245.862068965517,32.17127633160075,30.080715533905696,29,0,0.2378268852553321,40157,pomcpow,1,29,lane
false,343.3481740127247,0.75,false,1.0,32.699826096449975,2140.714285714286,31.574826096449975,29.144017071730072,14,0,0.5133420832795047,40158,pomcpow,1,14,lane
false,419.09454248428847,0.75,false,1.0,29.41014333223077,2634.5263157894738,26.78514333223078,26.78514333223078,19,0,0.3972143184582181,40159,pomcpow,1,19,lane
false,842.905518025993,0.75,false,1.0,35.121063251083044,2267.78125,32.41403200108305,28.93693819476657,32,0,0.20390682574579033,40160,pomcpow,1,32,lane
false,596.9328163762247,0.75,false,1.0,29.478163771665415,2621.4444444444443,27.22816377166542,26.826516603220476,27,0,0.263520094465742,40161,pomcpow,1,27,lane
false,413.26885974325995,0.75,false,1.0,32.41324390143215,2426.9411764705883,31.20000860731451,29.680415386804796,17,0,0.44012666865176525,40162,pomcpow,1,17,lane
false,419.7565614802173,0.75,false,1.0,29.456600805629282,2324.8947368421054,27.502653437208238,27.502653437208238,19,0,0.3972143184582181,40163,pomcpow,1,19,lane
false,269.72291108068254,0.75,false,1.0,32.693686191597884,2735.3636363636365,31.602777100688797,27.833148114452705,11,0,0.5987369392383786,40164,pomcpow,1,11,lane
false,467.8085471286844,0.75,false,1.0,31.187236475245626,2336.7,28.580986475245616,26.51124012727481,20,0,0.37735360253530714,40165,pomcpow,1,20,lane
false,859.1533046202297,0.75,false,1.0,34.71326483314059,2340.818181818182,32.38371937859515,29.379111246584035,33,0,0.1937114844585008,40166,pomcpow,1,33,lane
false,492.6804329015003,0.75,false,1.0,32.84536219343335,2649.45,31.55161219343335,29.929059646100704,20,0,0.37735360253530714,40167,pomcpow,1,20,lane
false,713.3076136897188,0.75,false,1.0,32.79575235355029,1954.0344827586207,31.373338560446832,26.75526022863692,29,1,0.0,40168,pomcpow,1,29,lane
false,1003.5614356301326,0.75,false,1.0,32.63614424813439,3169.3658536585367,25.218461321305092,25.218461321305092,41,0,0.0,40169,pomcpow,0,,distance
false,601.6785979933076,0.75,false,1.0,30.855312717605518,2466.6153846153848,26.9322357945286,26.142284356711798,26,0,0.27738957312183365,40170,pomcpow,1,26,lane
false,1008.1580685894816,0.75,false,1.0,30.550244502711564,2887.318181818182,19.624108139075176,19.624108139075176,44,0,0.0,40171,pomcpow,0,,distance
false,546.3679025387654,0.75,false,1.0,26.981130989568662,2315.6296296296296,19.911686545124226,19.911686545124226,27,0,0.263520094465742,40172,pomcpow,1,27,lane
false,405.9920510614041,0.75,false,1.0,31.842513808737575,2846.4117647058824,30.09986674991405,28.625829446235215,17,0,0.44012666865176525,40173,pomcpow,1,17,lane
