cor,crashed,distance,dt,exception,lambda,mean_ego_speed,mean_iterations,mean_search_time,min_ego_speed,min_speed,n_steps,nb_brakes,reward,rng_seed,solver,steps_in_lane,steps_to_lane,terminal
0.75,false,567.7836671677884,0.75,false,0.5,24.420802888937136,1000.0,0.7223225806451613,18.40870611474358,18.40870611474358,31,0,0.2146387639429372,40001,pomcpow,1,31,lane
0.75,false,344.87174425229796,0.75,false,0.5,24.201525912441962,1000.0,0.5726315789473684,19.28705222823143,19.28705222823143,19,0,0.3972143184582181,40002,pomcpow,1,19,lane
0.75,false,493.0055995226739,0.75,false,0.5,31.301942826836438,1000.0,0.6702857142857143,29.64122854112214,26.588931826692278,21,0,0.35848592240854177,40003,pomcpow,1,21,lane
0.75,false,389.17799998090413,0.75,false,0.5,23.58654545338813,1000.0,0.5474545454545454,19.785409089751774,19.785409089751774,22,0,0.34056162628811465,40004,pomcpow,1,22,lane
0.75,false,527.3811983658834,0.75,false,0.5,24.247411419121075,1000.0,0.6464827586206896,20.38103210877624,20.38103210877624,29,0,0.2378268852553321,40005,pomcpow,1,29,lane
0.75,false,448.7699788444755,0.75,false,0.5,24.931665491359748,1000.0,0.5845,17.55666549135976,17.55666549135976,24,0,0.30735686772502346,40006,pomcpow,1,24,lane
0.75,false,589.9249886617888,0.75,false,0.5,31.462666061962068,1000.0,0.7031999999999999,30.157666061962075,28.615575718342246,25,0,0.2919890243387723,40007,pomcpow,1,25,lane
0.75,false,316.10067478311225,0.75,false,0.5,32.420582029037156,1000.0,0.8218461538461538,30.776351259806383,29.137796424070604,13,0,0.5403600876626365,40008,pomcpow,1,13,lane
0.75,false,703.8567196483656,0.75,false,0.5,36.095216392223875,1000.0,0.7210769230769231,33.51348562299312,29.595993157515554,26,0,0.27738957312183365,40009,pomcpow,1,26,lane
0.75,false,386.3538915143686,0.75,false,0.5,28.61880677884212,1000.0,0.6366666666666666,26.014640112175464,25.214111599849357,18,0,0.41812033521917696,40010,pomcpow,1,18,lane
0.75,false,895.5209082692301,0.75,false,0.5,32.2710237214137,1000.0,0.6842162162162162,28.845348045738035,27.183094452155736,37,0,0.15777921478822676,40011,pomcpow,1,37,lane
0.75,false,1009.1854599867899,0.75,false,0.5,32.03763365037428,1000.0,0.6903809523809524,23.546562221802837,23.546562221802837,42,0,0.0,40012,pomcpow,0,,distance
0.75,false,693.9452817668536,0.75,false,0.5,27.213540461445238,1000.0,0.7184705882352941,19.239275755562872,19.239275755562872,34,0,0.18402591023557577,40013,pomcpow,1,34,lane
0.75,false,511.56591710474004,0.75,false,0.5,31.00399497604485,1000.0,0.8327272727272726,27.62899497604485,27.62899497604485,22,0,0.34056162628811465,40014,pomcpow,1,22,lane
0.75,false,716.8797463268132,0.75,false,0.5,22.758087184978198,1000.0,0.6083809523809524,18.13308718497821,18.13308718497821,42,0,0.12208654873684793,40015,pomcpow,1,42,lane
0.75,false,408.6299569114585,0.75,false,0.5,30.268885697145077,1000.0,0.5664444444444444,28.41471903047841,26.084237464063115,18,0,0.41812033521917696,40016,pomcpow,1,18,lane
0.75,false,332.4529416748751,0.75,false,0.5,29.55137259332223,1000.0,0.6122666666666666,28.00137259332223,27.566017531632752,15,0,0.48767497911552943,40017,pomcpow,1,15,lane
0.75,false,479.4632422781212,0.75,false,0.5,22.83158296562482,1000.0,0.5467142857142857,16.684261537053388,16.684261537053388,28,0,0.25034408974245487,40018,pomcpow,1,28,lane
0.75,false,438.99384396530525,0.75,false,0.5,24.388546886961404,1000.0,0.5988333333333333,21.076046886961393,21.076046886961393,24,0,0.30735686772502346,40019,pomcpow,1,24,lane
0.75,false,831.4773467304598,0.75,false,0.5,31.675327494493704,1000.0,0.7948571428571428,30.27175606592229,28.576337199829474,35,1,0.06750523275232838,40020,pomcpow,1,35,lane
0.75,false,312.5690534879768,0.75,false,0.5,29.76848128456922,1000.0,0.48257142857142854,28.268481284569226,27.026529968345677,14,0,0.5133420832795047,40021,pomcpow,1,14,lane
0.75,false,844.8274503540927,0.75,false,0.5,31.289905568670097,1000.0,0.7296666666666666,25.737822235336736,24.40840883255005,36,0,0.16608338398760714,40022,pomcpow,1,36,lane
0.75,false,396.9665309537646,0.75,false,0.5,31.13462987872664,1000.0,0.6689411764705882,29.149335761079584,28.17794400069751,17,0,0.44012666865176525,40023,pomcpow,1,17,lane
0.75,false,605.7362350506993,0.75,false,0.5,31.06339666926663,1000.0,0.8129230769230769,29.318204361574338,28.686021355321895,26,0,0.27738957312183365,40024,pomcpow,1,26,lane
0.75,false,340.2783745563129,0.75,false,0.5,23.87918417939038,1000.0,0.4814736842105263,16.694973653074577,16.694973653074577,19,0,0.3972143184582181,40025,pomcpow,1,19,lane
0.75,false,427.6671022040066,0.75,false,0.5,21.931646266872132,1000.0,0.5007692307692307,16.76818472841058,16.76818472841058,26,0,0.27738957312183365,40026,pomcpow,1,26,lane
0.75,false,687.0086571474063,0.75,false,0.5,30.533718095440282,1000.0,0.7448,28.833718095440304,27.902641256305902,30,0,0.2259355409925655,40027,pomcpow,1,30,lane
0.75,false,318.8827788118028,0.75,false,0.5,30.36978845826693,1000.0,0.818,25.6287170296955,25.6287170296955,14,1,0.22894203714127492,40028,pomcpow,1,14,lane
0.75,false,446.38029642539135,0.75,false,0.5,27.053351298508566,1000.0,0.6809090909090909,19.911305843963106,19.911305843963106,22,0,0.34056162628811465,40029,pomcpow,1,22,lane
