crashed,distance,dt,exception,first_search_time,lambda,mean_ego_speed,mean_iterations,mean_search_time,min_ego_speed,min_speed,n_steps,nb_brakes,reward,rng_seed,solver,steps_in_lane,steps_to_lane,terminal
false,244.1692936179587,0.75,false,6.864,0.5,29.596278014298022,10000.0,3.9974545454545454,27.823550741570756,25.19395808750014,11,1,0.2993684696191893,40030,pomcpow,1,11,lane
false,369.095849580362,0.75,false,8.379999999999999,0.5,32.808519962698846,10000.0,5.664,31.658519962698847,29.07538260828749,15,0,0.48767497911552943,40031,pomcpow,1,15,lane
false,406.6310251322603,0.75,false,8.5,0.5,22.590612507347792,10000.0,4.4605,18.3874875073478,18.3874875073478,24,0,0.30735686772502346,40032,pomcpow,1,24,lane
false,495.34833615983877,0.75,false,9.596,0.5,30.02111128241447,10000.0,5.488727272727272,27.362020373323553,26.729261211411927,22,0,0.34056162628811465,40033,pomcpow,1,22,lane
false,222.8058665848359,0.75,false,8.24,0.5,29.70744887797812,10000.0,4.101999999999999,26.932448877978125,26.628106669920903,10,0,0.6302494097246091,40034,pomcpow,1,10,lane
false,654.3021293972539,0.75,false,9.776,0.5,34.89611356785354,10000.0,5.45296,32.901113567853564,28.465024340873224,25,0,0.2919890243387723,40035,pomcpow,1,25,lane
false,538.2128339229954,0.75,false,8.524,0.5,29.900712995721968,10000.0,4.961333333333333,29.135087995721968,27.619882646737793,24,0,0.30735686772502346,40036,pomcpow,1,24,lane
false,648.7030077318124,0.75,false,9.347999999999999,0.5,36.03905598510069,10000.0,5.673333333333333,34.35155598510068,30.925854750842838,24,0,0.30735686772502346,40037,pomcpow,1,24,lane
false,513.1409532001281,0.75,false,9.52,0.5,31.099451709098673,10000.0,5.458363636363637,28.866497163644112,27.310970480525743,22,0,0.34056162628811465,40038,pomcpow,1,22,lane
false,488.8320947340781,0.75,false,7.484,0.5,25.068312550465546,10000.0,5.419538461538462,18.05869716585015,18.05869716585015,26,0,0.27738957312183365,40039,pomcpow,1,26,lane
false,222.0789485811867,0.75,false,7.223999999999999,0.5,29.610526477491558,10000.0,3.7323999999999997,27.435526477491557,26.54253071421817,10,0,0.6302494097246091,40040,pomcpow,1,10,lane
false,282.21167717833805,0.75,false,8.56,0.5,28.944787402906467,10000.0,4.116923076923077,27.473633556752617,26.7865665329863,13,0,0.5403600876626365,40041,pomcpow,1,13,lane
false,359.76868773806973,0.75,false,9.235999999999999,0.5,22.842456364321887,10000.0,4.209904761904762,18.57459922146475,18.57459922146475,21,0,0.35848592240854177,40042,pomcpow,1,21,lane
false,420.7284772157698,0.75,false,8.7,0.5,22.43885211817439,10000.0,4.46272,18.283852118174394,18.283852118174394,25,0,0.2919890243387723,40043,pomcpow,1,25,lane
false,195.88164959750176,0.75,false,7.239999999999999,0.5,32.64694159958363,10000.0,5.9405,31.80319159958362,30.928368581398143,8,0,0.6983372960937497,40044,pomcpow,1,8,lane
false,561.6091364018445,0.75,false,9.572,0.5,26.743292209611642,10000.0,5.113428571428572,19.243292209611624,19.243292209611624,28,0,0.25034408974245487,40045,pomcpow,1,28,lane
false,283.6071304377293,0.75,false,9.187999999999999,0.5,29.087910814126083,10000.0,4.404307692307692,27.414833891049163,26.135871058013937,13,0,0.5403600876626365,40046,pomcpow,1,13,lane
false,456.6125390202555,0.75,false,8.676,0.5,32.0429851944039,10000.0,5.465473684210527,30.681143089140747,30.241465463194046,19,0,0.3972143184582181,40047,pomcpow,1,19,lane
false,162.6596492410018,0.75,false,7.4959999999999996,0.5,30.98279033161939,10000.0,3.42,29.000647474476537,27.972873585129474,7,0,0.7350918906249998,40048,pomcpow,1,7,lane
false,230.37851838835414,0.75,false,8.528,0.5,30.717135785113886,10000.0,4.5356,28.31713578511389,26.03811138015403,10,0,0.6302494097246091,40049,pomcpow,1,10,lane
false,255.55874553829116,0.75,false,7.556,0.5,30.97681764100499,10000.0,4.1214545454545455,28.931363095550438,28.71119925069458,11,0,0.5987369392383786,40050,pomcpow,1,11,lane
false,224.4536969821,0.75,false,8.719999999999999,0.5,33.252399552903704,10000.0,3.5395555555555553,31.87739955290371,29.25400631288142,9,0,0.6634204312890623,40051,pomcpow,1,9,lane
false,277.7567451266203,0.75,false,7.976,0.5,30.861860569624476,10000.0,5.795,29.549360569624483,29.549360569624483,12,0,0.5688000922764596,40052,pomcpow,1,12,lane
false,592.0513224731585,0.75,false,9.527999999999999,0.5,23.921265554471052,10000.0,4.703515151515151,19.398538281743768,19.398538281743768,33,0,0.1937114844585008,40053,pomcpow,1,33,lane
false,393.760460383963,0.75,false,9.879999999999999,0.5,26.250697358930868,10000.0,4.9768,18.731947358930867,18.731947358930867,20,0,0.37735360253530714,40054,pomcpow,1,20,lane
false,522.8553764929453,0.75,false,8.296,0.5,30.310456608286685,10000.0,5.979652173913044,28.40284791263452,26.758133593298123,23,0,0.3235335449737089,40055,pomcpow,1,23,lane
false,418.13013271619656,0.75,false,8.696,0.5,24.239427983547625,10000.0,4.770086956521739,18.19051494006935,18.19051494006935,23,0,0.3235335449737089,40056,pomcpow,1,23,lane
false,281.5788950015979,0.75,false,6.372,0.5,31.286543889066436,10000.0,4.191666666666666,30.411543889066436,29.328172906118215,12,0,0.5688000922764596,40057,pomcpow,1,12,lane
false,282.4369382004312,0.75,false,8.824,0.5,31.381882022270133,10000.0,4.965,28.163132022270133,27.783237134839567,12,0,0.5688000922764596,40058,pomcpow,1,12,lane
false,333.63061190457154,0.75,false,8.443999999999999,0.5,29.65605439151747,10000.0,3.2450666666666663,28.356054391517468,27.764625455209753,15,0,0.48767497911552943,40059,pomcpow,1,15,lane
false,209.16587841587867,0.75,false,5.6,0.5,30.987537543093136,10000.0,4.1755555555555555,28.44587087642647,27.282912322834953,9,0,0.6634204312890623,40060,pomcpow,1,9,lane
false,456.18719569154285,0.75,false,8.424,0.5,24.32998377021562,10000.0,5.066879999999999,20.024983770215634,20.024983770215634,25,0,0.2919890243387723,40061,pomcpow,1,25,lane
false,411.7402509283848,0.75,false,8.62,0.5,23.86900005381941,10000.0,4.427652173913044,18.178782662515054,18.178782662515054,23,0,0.3235335449737089,40062,pomcpow,1,23,lane
false,623.5901809340444,0.75,false,8.764,0.5,21.880357225755944,10000.0,4.608,17.63693617312436,17.63693617312436,38,0,0.14989025404881542,40063,pomcpow,1,38,lane
false,349.86310876779856,0.75,false,9.232,0.5,23.32420725118657,10000.0,4.1158,19.330457251186573,19.330457251186573,20,0,0.37735360253530714,40064,pomcpow,1,20,lane
false,190.07628286047358,0.75,false,6.512,0.5,31.679380476745596,10000.0,4.797,30.320005476745592,29.955795829738662,8,0,0.6983372960937497,40065,pomcpow,1,8,lane
false,531.0052149998078,0.75,false,8.416,0.5,26.22247975307693,10000.0,5.779111111111111,18.430813086410247,18.430813086410247,27,0,0.263520094465742,40066,pomcpow,1,27,lane
false,423.7241082783756,0.75,false,7.624,0.5,31.386970983583378,10000.0,4.972444444444444,28.928637650250046,28.157087531096003,18,1,0.19805700089329434,40067,pomcpow,1,18,lane
false,202.49658594433197,0.75,false,6.667999999999999,0.5,29.999494213975108,10000.0,3.8773333333333335,27.207827547308447,26.926670253941435,9,0,0.6634204312890623,40068,pomcpow,1,9,lane
false,606.2996702953441,0.75,false,8.336,0.5,32.33598241575169,10000.0,5.972799999999999,31.030982415751687,28.347010422050822,25,0,0.2919890243387723,40069,pomcpow,1,25,lane
false,447.33205731647433,0.75,false,8.888,0.5,31.39172332045434,10000.0,5.3326315789473675,28.62856542571751,26.790356003553487,19,0,0.3972143184582181,40070,pomcpow,1,19,lane
false,462.02990866114123,0.75,false,7.68,0.5,22.81629178573537,10000.0,4.245185185185186,18.46906956351316,18.46906956351316,27,0,0.263520094465742,40071,pomcpow,1,27,lane
false,606.5336100441529,0.75,false,8.684,0.5,31.10428769457194,10000.0,5.727076923076923,29.272556925341163,29.272556925341163,26,1,0.05732623879595103,40072,pomcpow,1,26,lane
false,771.9201354458111,0.75,false,8.792,0.5,31.18869234124489,10000.0,5.571151515151516,29.620510523063082,29.620510523063082,33,0,0.1937114844585008,40073,pomcpow,1,33,lane
false,238.58980910463058,0.75,false,8.235999999999999,0.5,26.509978789403398,10000.0,3.7066666666666666,21.94747878940339,21.94747878940339,12,0,0.5688000922764596,40074,pomcpow,1,12,lane
false,591.4028080803043,0.75,false,6.316,0.5,23.89506295273957,10000.0,4.355878787878788,17.497335680012306,17.497335680012306,33,0,0.1937114844585008,40075,pomcpow,1,33,lane
false,412.8480514457414,0.75,false,7.124,0.5,25.02109402701463,10000.0,4.744363636363636,18.066548572469188,18.066548572469188,22,0,0.34056162628811465,40076,pomcpow,1,22,lane
false,308.6292115267391,0.75,false,8.972,0.5,31.654278105306574,10000.0,6.042769230769231,29.404278105306574,27.684998281042965,13,0,0.5403600876626365,40077,pomcpow,1,13,lane
false,209.32721476284036,0.75,false,6.268,0.5,31.011439224124498,10000.0,3.420444444444444,29.636439224124494,25.508944376453513,9,1,0.3317102156445311,40078,pomcpow,1,9,lane
false,331.4134439203906,0.75,false,8.228,0.5,24.549143994103005,10000.0,4.993333333333333,18.111643994103012,18.111643994103012,18,0,0.41812033521917696,40079,pomcpow,1,18,lane
false,240.71935406220481,0.75,false,7.659999999999999,0.5,32.095913874960644,10000.0,5.9836,30.520913874960634,28.787637394125117,10,0,0.6302494097246091,40080,pomcpow,1,10,lane
false,239.98619133593098,0.75,false,7.0,0.5,29.08923531344618,10000.0,4.483272727272728,27.111962586173455,27.111962586173455,11,0,0.5987369392383786,40081,pomcpow,1,11,lane
false,296.27458494038154,0.75,false,8.432,0.5,23.23722234826522,10000.0,4.21035294117647,18.141634112971104,18.141634112971104,17,0,0.44012666865176525,40082,pomcpow,1,17,lane
false,358.53643549842036,0.75,false,9.155999999999999,0.5,29.87803629153503,10000.0,5.37225,28.612411291535032,27.487016573968184,16,0,0.46329123015975293,40083,pomcpow,1,16,lane
false,603.3896185585826,0.75,false,9.107999999999999,0.5,22.347763650317873,10000.0,4.8229999999999995,18.87901365031786,18.87901365031786,36,0,0.16608338398760714,40084,pomcpow,1,36,lane
false,396.2212734247076,0.75,false,7.207999999999999,0.5,31.076178307820204,10000.0,4.270117647058823,29.885001837231975,29.03479331017398,17,0,0.44012666865176525,40085,pomcpow,1,17,lane
false,339.1110404366764,0.75,false,7.912,0.5,28.25925336972303,10000.0,3.7479999999999998,26.923315869723034,26.39652424526914,16,0,0.46329123015975293,40086,pomcpow,1,16,lane
false,594.1942090712214,0.75,false,8.064,0.5,22.007192928563754,10000.0,3.8433333333333333,18.996776261897097,18.996776261897097,36,0,0.16608338398760714,40087,pomcpow,1,36,lane
false,407.13870102827434,0.75,false,8.828,0.5,22.618816723793017,10000.0,4.0705,18.05631672379303,18.05631672379303,24,0,0.30735686772502346,40088,pomcpow,1,24,lane
false,347.12458011015576,0.75,false,9.475999999999999,0.5,23.141638674010384,10000.0,4.662,19.747888674010383,19.747888674010383,20,0,0.37735360253530714,40089,pomcpow,1,20,lane
false,505.47975127642314,0.75,false,7.02,0.5,33.698650085094876,10000.0,5.6464,32.85490008509489,28.595108519703942,20,0,0.37735360253530714,40090,pomcpow,1,20,lane
false,322.94097217729893,0.75,false,9.424,0.5,23.921553494614734,10000.0,5.153555555555556,18.442386827948077,18.442386827948077,18,0,0.41812033521917696,40091,pomcpow,1,18,lane
false,358.5593823862111,0.75,false,7.651999999999999,0.5,22.765675072140386,10000.0,4.174857142857142,19.76567507214039,19.76567507214039,21,0,0.35848592240854177,40092,pomcpow,1,21,lane
false,350.65550268785915,0.75,false,8.58,0.5,24.607403697393625,10000.0,4.57578947368421,20.89687738160415,20.89687738160415,19,0,0.3972143184582181,40093,pomcpow,1,19,lane
false,269.0321171167065,0.75,false,8.756,0.5,27.593037652995537,10000.0,5.166769230769231,25.3718838068417,21.43225039656579,13,3,-0.5632449744467382,40094,pomcpow,1,13,lane
false,668.6236152543032,0.75,false,8.799999999999999,0.5,24.094544693848764,10000.0,5.631027027027026,18.2465717208758,18.2465717208758,37,0,0.15777921478822676,40095,pomcpow,1,37,lane
false,256.50772690834344,0.75,false,8.168,0.5,28.500858545371493,10000.0,3.7689999999999997,26.2821085453715,25.57346149049194,12,0,0.5688000922764596,40096,pomcpow,1,12,lane
false,499.9670092656675,0.75,false,9.488,0.5,25.63933380849577,10000.0,5.443846153846153,18.572026116188084,18.572026116188084,26,0,0.27738957312183365,40097,pomcpow,1,26,lane
false,299.56841287780003,0.75,false,7.616,0.5,33.28537920864445,10000.0,5.690333333333332,32.56662920864445,30.16517903965794,12,0,0.5688000922764596,40098,pomcpow,1,12,lane
false,260.5655335440062,0.75,false,7.3999999999999995,0.5,31.583701035637116,10000.0,5.348,30.0496101265462,29.961021213139798,11,0,0.5987369392383786,40099,pomcpow,1,11,lane
false,338.62891170849315,0.75,false,8.336,0.5,28.219075975707764,10000.0,3.67575,25.922200975707753,25.34623235430219,16,0,0.46329123015975293,40100,pomcpow,1,16,lane
false,278.95079924461896,0.75,false,5.715999999999999,0.5,30.994533249402107,10000.0,4.726,27.93203324940211,27.93203324940211,12,0,0.5688000922764596,40101,pomcpow,1,12,lane
false,253.13215187553666,0.75,false,8.528,0.5,25.96227198723453,10000.0,4.546153846153846,19.760348910311457,19.760348910311457,13,0,0.5403600876626365,40102,pomcpow,1,13,lane
false,485.06815628801814,0.75,false,8.347999999999999,0.5,32.33787708586787,10000.0,5.914,29.169127085867885,28.803514925045064,20,0,0.37735360253530714,40103,pomcpow,1,20,lane
false,391.77762335179625,0.75,false,7.792,0.5,23.744098384957347,10000.0,5.132909090909091,18.3577347485937,18.3577347485937,22,0,0.34056162628811465,40104,pomcpow,1,22,lane
false,345.01758145440346,0.75,false,9.144,0.5,32.858817281371756,10000.0,5.246285714285714,31.439174424228902,28.19472116983803,14,0,0.5133420832795047,40105,pomcpow,1,14,lane
false,440.03869231344385,0.75,false,9.028,0.5,32.59545868988473,10000.0,6.049555555555556,30.1996253565514,27.999313370034685,18,0,0.41812033521917696,40106,pomcpow,1,18,lane
false,908.7951986749692,0.75,false,8.904,0.5,29.55431540406404,10000.0,5.767707317073171,26.718949550405526,26.0794885420497,41,0,0.1285121565651031,40107,pomcpow,1,41,lane
false,624.2601682499565,0.75,false,8.232,0.5,23.781339742855483,10000.0,4.464228571428571,18.242054028569754,18.242054028569754,35,0,0.17482461472379698,40108,pomcpow,1,35,lane
false,544.2830015252501,0.75,false,8.948,0.5,34.55765089049207,10000.0,5.011809523809524,33.80765089049207,29.95280867387695,21,0,0.35848592240854177,40109,pomcpow,1,21,lane
false,515.6537773744174,0.75,false,7.528,0.5,36.18622999118718,10000.0,5.336631578947368,32.63359841223982,30.52001012867316,19,0,0.3972143184582181,40110,pomcpow,1,19,lane
false,382.6441568159395,0.75,false,9.256,0.5,24.294867099424728,10000.0,4.844380952380952,18.56272424228188,18.56272424228188,21,0,0.35848592240854177,40111,pomcpow,1,21,lane
false,621.7988981683027,0.75,false,8.251999999999999,0.5,34.54438323157237,10000.0,5.851,31.99750823157237,30.149579371367608,24,0,0.30735686772502346,40112,pomcpow,1,24,lane
false,554.4595513369928,0.75,false,8.815999999999999,0.5,23.102481305708036,10000.0,4.90675,18.239200055708025,18.239200055708025,32,0,0.20390682574579033,40113,pomcpow,1,32,lane
false,518.5701639859536,0.75,false,6.084,0.5,24.69381733266446,10000.0,4.732714285714286,18.573281618378743,18.573281618378743,28,0,0.25034408974245487,40114,pomcpow,1,28,lane
false,274.01509234203974,0.75,false,9.187999999999999,0.5,33.21395058691391,10000.0,5.818909090909091,30.684208285261036,30.45242608519592,11,0,0.5987369392383786,40115,pomcpow,1,11,lane
false,541.3961336377847,0.75,false,9.54,0.5,22.558172234907698,10000.0,4.2902499999999995,18.444890984907687,18.444890984907687,32,0,0.20390682574579033,40116,pomcpow,1,32,lane
false,293.35547697458605,0.75,false,9.084,0.5,24.446289747882172,10000.0,4.973,18.18847724788217,18.18847724788217,16,0,0.46329123015975293,40117,pomcpow,1,16,lane
false,178.6863128894862,0.75,false,7.164,0.5,29.7810521482477,10000.0,3.3055,27.624802148247703,26.397576916816146,8,0,0.6983372960937497,40118,pomcpow,1,8,lane
false,276.72440810042707,0.75,false,8.92,0.5,28.381990574402778,10000.0,4.810461538461538,25.901221343633544,25.389996486992942,13,0,0.5403600876626365,40119,pomcpow,1,13,lane
false,277.1122302307679,0.75,false,7.032,0.5,30.79024780341866,10000.0,5.293,27.321497803418666,27.30107968116108,12,0,0.5688000922764596,40120,pomcpow,1,12,lane
false,383.0840505062572,0.75,false,9.292,0.5,24.32279685754014,10000.0,4.6361904761904755,18.269225428968703,18.269225428968703,21,0,0.35848592240854177,40121,pomcpow,1,21,lane
false,455.2639968308514,0.75,false,7.8839999999999995,0.5,30.35093312205676,10000.0,4.7,29.075933122056746,27.962925662711278,20,0,0.37735360253530714,40122,pomcpow,1,20,lane
false,605.2750540976068,0.75,false,8.152,0.5,31.039746363979837,10000.0,5.108153846153845,27.88109251782599,26.746459344090944,26,0,0.27738957312183365,40123,pomcpow,1,26,lane
false,234.4751632424277,0.75,false,9.036,0.5,26.0527959158253,10000.0,4.477666666666667,21.6152959158253,21.6152959158253,12,0,0.5688000922764596,40124,pomcpow,1,12,lane
false,398.9784708226501,0.75,false,8.719999999999999,0.5,23.129186714356525,10000.0,4.720695652173913,18.6780997578348,18.6780997578348,23,0,0.3235335449737089,40125,pomcpow,1,23,lane
false,677.9725106751068,0.75,false,8.228,0.5,37.665139481950376,10000.0,6.018166666666667,33.9776394819504,29.74206377708209,24,0,0.30735686772502346,40126,pomcpow,1,24,lane
false,922.6447568649455,0.75,false,8.872,0.5,21.582333493916853,10000.0,4.190315789473684,17.917859809706357,17.917859809706357,57,0,0.05656162735025291,40127,pomcpow,1,57,lane
false,244.58058387671377,0.75,false,7.4479999999999995,0.5,29.64613137899561,10000.0,4.14,28.452949560813792,26.272350954997705,11,1,0.2993684696191893,40128,pomcpow,1,11,lane
false,568.0474785837691,0.75,false,8.468,0.5,36.066506576747244,10000.0,5.118857142857142,34.0129351481758,30.05425256469025,21,0,0.35848592240854177,40129,pomcpow,1,21,lane
false,531.122039238229,0.75,false,7.744,0.5,23.605423966143512,10000.0,4.8976,20.680423966143508,20.680423966143508,30,0,0.2259355409925655,40130,pomcpow,1,30,lane
false,229.96888338277677,0.75,false,7.816,0.5,30.662517784370234,10000.0,4.016,30.02501778437024,27.718973427051512,10,0,0.6302494097246091,40131,pomcpow,1,10,lane
false,320.8621222597332,0.75,false,7.255999999999999,0.5,32.90893561638289,10000.0,4.3307692307692305,31.957012539459825,30.961276615762213,13,0,0.5403600876626365,40132,pomcpow,1,13,lane
false,322.1202838837124,0.75,false,9.648,0.5,22.60493220236578,10000.0,4.1067368421052635,17.532563781313144,17.532563781313144,19,0,0.3972143184582181,40133,pomcpow,1,19,lane
false,198.34242453018618,0.75,false,6.816,0.5,29.384062893360916,10000.0,4.004444444444444,27.425729560027577,27.388705140112222,9,0,0.6634204312890623,40134,pomcpow,1,9,lane
false,346.20141622765647,0.75,false,9.152,0.5,23.080094415177097,10000.0,3.9486,19.611344415177093,19.611344415177093,20,0,0.37735360253530714,40135,pomcpow,1,20,lane
false,349.7069643068725,0.75,false,9.168,0.5,24.540839600482283,10000.0,4.995368421052632,20.692155389955964,20.692155389955964,19,0,0.3972143184582181,40136,pomcpow,1,19,lane
false,587.622155023341,0.75,false,8.0,0.5,26.116540223259598,10000.0,4.867999999999999,18.041540223259602,18.041540223259602,30,0,0.2259355409925655,40137,pomcpow,1,30,lane
false,143.05949325414886,0.75,false,4.827999999999999,0.5,31.79099850092197,10000.0,3.0153333333333334,31.353498500921972,28.341606941605004,6,0,0.7737809374999999,40138,pomcpow,1,6,lane
false,205.0477071474133,0.75,false,8.32,0.5,34.17461785790221,10000.0,3.768,33.705867857902206,29.084066090917855,8,0,0.6983372960937497,40139,pomcpow,1,8,lane
false,341.61640288271684,0.75,false,7.704,0.5,23.973080904050306,10000.0,4.513473684210527,18.05202827247136,18.05202827247136,19,0,0.3972143184582181,40140,pomcpow,1,19,lane
false,666.9116897021727,0.75,false,9.932,0.5,21.688185030964966,10000.0,4.037756097560975,18.304038689501567,18.304038689501567,41,0,0.1285121565651031,40141,pomcpow,1,41,lane
false,401.0883164162937,0.75,false,8.26,0.5,22.28268424534965,10000.0,3.9311666666666665,18.517059245349664,18.517059245349664,24,0,0.30735686772502346,40142,pomcpow,1,24,lane
false,578.2335754157632,0.75,false,7.512,0.5,35.04445911610686,10000.0,5.159818181818181,33.783095479743224,30.33150562871766,22,0,0.34056162628811465,40143,pomcpow,1,22,lane
false,335.73743684992587,0.75,false,7.279999999999999,0.5,23.560521884205325,10000.0,3.849684210526316,19.159206094731637,19.159206094731637,19,0,0.3972143184582181,40144,pomcpow,1,19,lane
false,484.64049552611897,0.75,false,8.687999999999999,0.5,30.770825112769458,10000.0,6.2007619047619045,29.84225368419802,28.9672758544575,21,0,0.35848592240854177,40145,pomcpow,1,21,lane
false,365.5317813729503,0.75,false,7.183999999999999,0.5,28.669159323368653,10000.0,4.410117647058823,26.264747558662776,26.16034403566059,17,0,0.44012666865176525,40146,pomcpow,1,17,lane
false,402.4428567606798,0.75,false,8.107999999999999,0.5,22.357936486704432,10000.0,3.7775,18.139186486704425,18.139186486704425,24,0,0.30735686772502346,40147,pomcpow,1,24,lane
false,302.23146073911994,0.75,false,8.144,0.5,23.70442829326431,10000.0,4.0668235294117645,18.498545940323133,18.498545940323133,17,0,0.44012666865176525,40148,pomcpow,1,17,lane
false,562.3549529001407,0.75,false,8.6,0.5,25.855400133339803,10000.0,4.989931034482758,18.13557254713291,18.13557254713291,29,0,0.2378268852553321,40149,pomcpow,1,29,lane
false,198.40170986975954,0.75,false,8.288,0.5,33.06695164495992,10000.0,4.2364999999999995,32.41070164495992,31.777678197991037,8,0,0.6983372960937497,40150,pomcpow,1,8,lane
false,708.8443603099652,0.75,false,9.043999999999999,0.5,33.75449334809358,10000.0,5.835428571428571,32.41520763380785,29.23528866020968,28,0,0.25034408974245487,40151,pomcpow,1,28,lane
false,184.94060002372288,0.75,false,7.072,0.5,30.823433337287145,10000.0,3.7895,28.620308337287142,26.779243361408454,8,0,0.6983372960937497,40152,pomcpow,1,8,lane
