crashed,distance,dt,exception,lambda,mean_ego_speed,mean_iterations,min_ego_speed,min_speed,n_steps,nb_brakes,reward,rng_seed,solver,steps_in_lane,steps_to_lane,terminal
false,474.082532926955,0.75,false,0.25,30.10047828107651,3378.714285714286,28.93976399536222,28.008424532376004,21,0,0.35848592240854177,40132,mlmpc,1,21,lane
false,388.43030510360575,0.75,false,0.25,27.258267024814437,4340.473684210527,24.356951235340752,23.87478631022041,19,1,0.21344134580196814,40133,mlmpc,1,19,lane
false,518.8683928977543,0.75,false,0.25,22.316920124634596,4465.709677419355,16.74030722140879,16.74030722140879,31,0,0.2146387639429372,40134,mlmpc,1,31,lane
false,1000.7600769218643,0.75,false,0.25,34.21401972382442,4405.0,30.358250493055188,30.358250493055188,39,0,0.0,40135,mlmpc,0,,distance
false,243.75356422321875,0.75,false,0.25,32.5004752297625,3648.0,30.962975229762506,28.7018461845167,10,0,0.6302494097246091,40136,mlmpc,1,10,lane
false,704.19155279727,0.75,false,0.25,33.53293108558429,2634.5,27.332038228441426,25.5151653065002,28,1,0.13452128220251663,40137,mlmpc,1,28,lane
false,964.7674442246242,0.75,false,0.25,35.73212756387497,4282.083333333333,34.39879423054166,30.61143394453157,36,0,0.16608338398760714,40138,mlmpc,1,36,lane
false,308.90000836263533,0.75,false,0.25,22.88148210093595,4765.888888888889,17.360648767602612,17.360648767602612,18,0,0.41812033521917696,40139,mlmpc,1,18,lane
false,219.8263550931025,0.75,false,0.25,32.56686742120037,4470.444444444444,31.7752007545337,30.06193084197171,9,0,0.6634204312890623,40140,mlmpc,1,9,lane
false,444.7511091024279,0.75,false,0.25,32.94452660017984,2953.6666666666665,27.7986932668465,25.694529044384907,18,0,0.41812033521917696,40141,mlmpc,1,18,lane
false,352.8902499887409,0.75,false,0.25,24.764228069385325,3222.842105263158,16.790543858859003,16.790543858859003,19,0,0.3972143184582181,40142,mlmpc,1,19,lane
false,215.23300734852185,0.75,false,0.25,28.697734313136248,5584.6,26.672734313136246,26.672734313136246,10,1,0.4046244097246091,40143,mlmpc,1,10,lane
false,1016.9934347676096,0.75,false,0.25,39.88209548108273,5039.117647058823,34.15783077520041,27.3141778338954,34,0,0.0,40144,mlmpc,0,,distance
false,300.40628076275084,0.75,false,0.25,23.561276922568695,4701.470588235294,18.48774751080399,18.48774751080399,17,0,0.44012666865176525,40145,mlmpc,1,17,lane
false,373.60573743668107,0.75,false,0.25,31.133811453056754,3339.625,29.961936453056758,26.256759355296193,16,1,0.32109120709063804,40146,mlmpc,1,16,lane
false,810.318880626459,0.75,false,0.25,34.85242497318103,3257.2580645161293,33.20726368285845,30.09494405213189,31,0,0.2146387639429372,40147,mlmpc,1,31,lane
false,436.1308321002027,0.75,false,0.25,26.43217164243653,2911.318181818182,17.568535278800155,17.568535278800155,22,0,0.34056162628811465,40148,mlmpc,1,22,lane
false,318.099107590755,0.75,false,0.25,30.29515310388143,3792.3571428571427,28.446938818167133,28.446938818167133,14,0,0.5133420832795047,40149,mlmpc,1,14,lane
false,955.2176917305158,0.75,false,0.25,32.657015101897976,3684.4871794871797,27.839707409590304,27.839707409590304,39,1,0.0986895876654254,40150,mlmpc,1,39,lane
false,942.3015984813862,0.75,false,0.25,27.313089811054674,3715.1521739130435,17.563089811054653,17.563089811054653,46,2,-0.01962965069666285,40151,mlmpc,1,46,lane
false,717.8538483898626,0.75,false,0.25,35.44957275999322,3419.185185185185,33.6162394266599,31.07437879744889,27,0,0.263520094465742,40152,mlmpc,1,27,lane
false,790.3241290607874,0.75,false,0.25,32.93017204419947,3037.5,30.867672044199473,28.742388906339425,32,0,0.20390682574579033,40153,mlmpc,1,32,lane
false,431.5572761158007,0.75,false,0.25,30.28472113093338,4104.9473684210525,29.021563236196528,28.64885058369228,19,0,0.3972143184582181,40154,mlmpc,1,19,lane
false,699.5507827693098,0.75,false,0.25,30.088205710507946,3380.2580645161293,27.499496033088604,24.400205234507975,31,1,0.07243874087382232,40155,mlmpc,1,31,lane
false,255.87722542691193,0.75,false,0.25,31.015421263868113,5460.636363636364,26.85657213437193,24.64920092661629,11,2,0.23070738083994113,40156,mlmpc,1,11,lane
false,779.3190102123162,0.75,false,0.25,35.830759090221434,3255.4827586206898,34.42127633160075,29.09339369824573,29,1,0.17837016394149907,40157,mlmpc,1,29,lane
false,473.9036414467496,0.75,false,0.25,31.593576096449972,2819.25,29.324826096449975,27.39577696899377,20,0,0.37735360253530714,40158,mlmpc,1,20,lane
false,869.8121899735382,0.75,false,0.25,36.24217458223076,3109.6875,32.78514333223078,30.79627861065876,32,0,0.20390682574579033,40159,mlmpc,1,32,lane
false,892.3703160276176,0.75,false,0.25,34.99491435402422,2894.9117647058824,31.66403200108305,28.498132288035336,34,1,0.13801943267668182,40160,mlmpc,1,34,lane
false,523.1470533487189,0.75,false,0.25,21.13725468075632,4609.787878787879,16.72816377166542,16.72816377166542,33,0,0.1937114844585008,40161,mlmpc,1,33,lane
false,470.58763556520347,0.75,false,0.25,29.878580035885935,3629.2380952380954,28.20000860731451,27.910215272940267,21,0,0.35848592240854177,40162,mlmpc,1,21,lane
false,642.141511869748,0.75,false,0.25,35.674528437208224,3313.5833333333335,32.75265343720824,29.63695081543919,24,0,0.30735686772502346,40163,mlmpc,1,24,lane
false,313.1895767317157,0.75,false,0.25,32.12200786991956,3650.6153846153848,30.102777100688797,27.929517677382748,13,0,0.5403600876626365,40164,mlmpc,1,13,lane
false,669.889976123724,0.75,false,0.25,33.08098647524563,3890.296296296296,30.080986475245616,28.36244318472256,27,0,0.263520094465742,40165,mlmpc,1,27,lane
false,542.9694488147126,0.75,false,0.25,30.164969378595142,3465.125,27.883719378595153,27.883719378595153,24,0,0.30735686772502346,40166,mlmpc,1,24,lane
false,468.7354737564253,0.75,false,0.25,32.89371745659125,3340.315789473684,31.55161219343335,29.867340762442137,19,0,0.3972143184582181,40167,mlmpc,1,19,lane
false,640.5588597693835,0.75,false,0.25,30.50280284616112,3239.25,27.623338560446832,27.060245018632553,28,1,0.16072260914031944,40168,mlmpc,1,28,lane
false,314.2929778376187,0.75,false,0.25,23.28096132130509,4652.611111111111,17.718461321305092,17.718461321305092,18,0,0.41812033521917696,40169,mlmpc,1,18,lane
false,461.42451342252826,0.75,false,0.25,30.76163422816855,3595.9,25.925502825946616,25.745753814119908,20,0,0.37735360253530714,40170,mlmpc,1,20,lane
false,543.6381898162726,0.75,false,0.25,26.846330361297415,2825.8518518518517,18.124108139075176,18.124108139075176,27,0,0.263520094465742,40171,mlmpc,1,27,lane
